"Table U2"	"X__1"	"X__2"	"X__3"	"X__4"	"X__5"	"X__6"	"X__7"	"X__8"
0	"Water heating"	"6085.8686303989944"	"491.18940091543919"	"30.873851244436469"	"445.9046414047225"	0	"128.17863183117893"	"7182.0151557947711"
0	"Cooking/catering"	"646.88477297905808"	"0"	"0"	"521.03417190990774"	0	"0"	"1167.9189448889658"
0	"Heat total"	"26300.512002094496"	"2512.8963270212307"	"569.38915930026633"	"2632.5540263703333"	"260.44203527052508"	"2181.5052482818514"	"34457.298798338699"
0	"Lighting and appliances"	"0"	"0"	"0"	"6655.9277777553434"	"0"	"0"	"6655.9277777553434"
0	"Overall total"	"26300.512002094496"	"2512.8963270212307"	"569.38915930026633"	"9288.4818041256767"	"260.44203527052508"	"2181.5052482818514"	"41113.22657609405"
0	0	0	0	0	0	0	0	0
"Services (excl agriculture)"	"Space heating"	"6025.2869147315168"	"1606.2281711191345"	"0"	"775.35762594826588"	"256.17383587628757"	"789.97181407179346"	"9453.0183617469975"
0	"Water heating"	"799.74711622300367"	"257.70585033893815"	"0"	"164.54695219335568"	"16.926897107044656"	"102.28623685062959"	"1341.2130527129718"
0	"Cooking/catering"	"584.89090401165015"	"804.50778960461082"	"0"	"772.90900786274096"	"0.39169961064548392"	"0"	"2162.6994010896474"
0	"Heat total"	"7409.9249349661713"	"2668.4418110626834"	"0"	"1712.8135860043626"	"273.49243259397775"	"892.25805092242308"	"12956.930815549616"
0	"Computing"	"0"	"0"	"0"	"837.90080657079193"	"0"	"0"	"837.90080657079193"
0	"Cooling and ventilation"	"2.51014635797506"	"43.03987426235134"	"0"	"1080.1998616520336"	"4.9792103698655381E-2"	"0"	"1125.7996743760586"
0	"Lighting"	"0"	"0"	"0"	"1839.9244026433116"	"0"	"0"	"1839.9244026433116"
0	"Other"	"611.91386715782357"	"62.466798831014223"	"0"	"2585.2470900309108"	"38.780764968050576"	"170.32483976899869"	"3468.733360756798"
0	"Overall total"	"8024.3489484819702"	"2773.9484841560493"	"0"	"8056.0857469014099"	"312.32298966572699"	"1062.5828906914217"	"20229.289059896579"
0	0	0	0	0	0	0	0	0
"Industry"	"Space heating"	"1021.7849263244351"	"133.11821753569552"	"140.15400674248565"	"625.32142699201881"	"0"	"0"	"1920.3785775946351"
0	"High temperature process"	"1887.7481589044926"	"179.88860804267003"	"767.31488340895999"	"845.06267896304564"	"0"	"0"	"3680.0143293191682"
0	"Low temperature process"	"3406.557130534487"	"259.99565471737344"	"356.22987064546106"	"1381.1468467007253"	"0"	"0"	"5403.9295025980464"
0	"Drying/separation"	"987.52738574399484"	"77.006919730714259"	"181.06012188270967"	"515.67997278770895"	"0"	"0"	"1761.2744001451276"
0	"Unkown (heat)"	"0"	"0"	"0"	"0"	"666.96202211871434"	"1245.3895034230563"	"1912.3515255417706"
0	"Heat total"	"7303.6176015074097"	"650.00940002645325"	"1444.7588826796164"	"3367.210925443499"	"666.96202211871434"	"1245.3895034230563"	"14677.948335198747"
0	"Motors"	"0"	"0"	"0"	"2719.1254852734878"	"0"	"0"	"2719.1254852734878"
0	"Compressed air"	"0"	"0"	"0"	"770.78655419396159"	"0"	"0"	"770.78655419396159"
0	"Lighting"	"0"	"0"	"0"	"229.23544821979118"	"0"	"0"	"229.23544821979118"
0	"Refrigeration"	"0"	"0"	"0"	"432.86924281165739"	"0"	"0"	"432.86924281165739"
0	"Other"	"948.5583162930792"	"75.264825864354052"	"168.68216112231093"	"391.97052714214635"	"0"	"0"	"1584.4758304218904"
0	"Overall total"	"8252.1759178004886"	"725.27422589080732"	"1613.4410438019272"	"7911.1981830845443"	"666.96202211871434"	"1245.3895034230563"	"20414.440896119537"
0	0	0	0	0	0	0	0	0
"Transport"	"Non-heat purposes"	"0"	"54576.9092855446"	"10.80463411322804"	"403.27490891127951"	"0"	"1009.5442820292349"	"56000.533110598342"
0	0	0	0	0	0	0	0	0
"Total"	"Space heating"	"26614.830439772399"	"3761.0533147606211"	"678.66931479831555"	"3066.2942659959872"	"516.61587114681265"	"2843.2984305224663"	"37480.761636996605"
0	"Water heating"	"6885.6157466219984"	"748.8952512543774"	"30.873851244436469"	"610.45159359807815"	"16.926897107044656"	"230.46486868180853"	"8523.2282085077441"
0	"Cooking/catering"	"1231.7756769907082"	"804.50778960461082"	"0"	"1293.9431797726488"	"0.39169961064548392"	"0"	"3330.6183459786134"
0	"Process use"	"5294.3052894389793"	"439.8842627600435"	"1123.544754054421"	"2226.2095256637708"	"0"	"0"	"9083.943831917215"
0	"Drying/separation"	"987.52738574399484"	"77.006919730714259"	"181.06012188270967"	"515.67997278770895"	"0"	"0"	"1761.2744001451276"
0	"Unkown (heat)"	"0"	"0"	"0"	"0"	"666.96202211871434"	"1245.3895034230563"	"1912.3515255417706"
0	"Heat total"	"41014.054538568074"	"5831.3475381103663"	"2014.1480419798827"	"7712.5785378181945"	"1200.8964899832172"	"4319.1528026273318"	"62092.177949087069"
0	"Computing"	"0"	"0"	"0"	"837.90080657079193"	"0"	"0"	"837.90080657079193"
0	"Cooling and ventilation"	"2.51014635797506"	"43.03987426235134"	"0"	"1080.1998616520336"	"4.9792103698655381E-2"	"0"	"1125.7996743760586"
0	"Lighting and appliances"	"0"	"0"	"0"	"8725.0876286184466"	"0"	"0"	"8725.0876286184466"
0	"Motors"	"0"	"0"	"0"	"2719.1254852734878"	"0"	"0"	"2719.1254852734878"
0	"Compressed air"	"0"	"0"	"0"	"770.78655419396159"	"0"	"0"	"770.78655419396159"
0	"Refrigeration"	"0"	"0"	"0"	"432.86924281165739"	"0"	"0"	"432.86924281165739"
0	"Other"	"1560.4721834509028"	"137.73162469536828"	"168.68216112231093"	"2977.2176171730571"	"38.780764968050576"	"170.32483976899869"	"5053.2091911786883"
0	"Transport"	"0"	"54576.9092855446"	"10.80463411322804"	"403.27490891127951"	"0"	"1009.5442820292349"	"56000.533110598342"
0	"Non-heat total"	"1562.9823298088779"	"54757.680784502321"	"179.48679523553898"	"17946.462105204715"	"38.830557071749233"	"1179.8691217982337"	"75665.311693621436"
0	"Overall total"	"42577.036868376956"	"60589.028322612685"	"2193.6348372154216"	"25659.040643022909"	"1239.7270470549663"	"5499.0219244255659"	"137757.4896427085"
0	"Overall total excluding transport"	"42577.036868376956"	"6012.1190370680852"	"2182.8302031021935"	"25255.765734111628"	"1239.7270470549663"	"4489.4776423963312"	"81756.956532110169"
