SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW
02-MAR-2021,24,36377,37985,32773,459,6527,3260,13080,0,16,2004,992,1062,-456,-536,1000,0
02-MAR-2021,25,36509,38113,32876,434,6527,3620,13080,0,13,2004,992,1061,-456,-535,999,0
02-MAR-2021,26,36144,37748,32501,409,6527,3860,13080,0,12,2004,992,1061,-456,-536,1000,0
02-MAR-2021,27,35659,37264,32065,395,6527,3990,13080,0,15,2003,992,1006,-456,-535,1000,0
02-MAR-2021,28,35144,36749,31623,380,6527,4030,13080,0,15,2004,992,1003,-456,-535,1000,0
02-MAR-2021,29,34937,36541,31469,364,6527,3920,13080,0,13,2004,992,1003,-456,-536,1000,0
02-MAR-2021,30,34603,36346,31169,347,6527,3620,13080,0,151,2004,992,1003,-456,-536,1000,0
02-MAR-2021,31,34935,36543,31501,335,6527,3040,13080,0,16,2004,992,1003,-456,-536,1000,0
02-MAR-2021,32,35742,37348,32300,323,6527,2230,13080,0,15,2004,992,1003,-456,-535,999,0
02-MAR-2021,33,36940,38524,33425,305,6527,1380,13080,0,13,2004,992,1004,-454,-517,1019,0
02-MAR-2021,34,38402,39751,34753,286,6527,627,13080,0,9,2004,992,1004,-355,-385,1019,0
02-MAR-2021,35,39483,40524,35714,274,6527,157,13080,0,4,2004,992,1059,-204,-233,1019,0
02-MAR-2021,36,40784,41526,36962,262,6527,9,13080,0,0,2004,992,1061,-62,-80,1020,0
02-MAR-2021,37,41760,42380,37887,248,6527,0,13080,0,0,2004,992,1061,-20,0,1019,0
02-MAR-2021,38,41370,41990,37494,234,6527,0,13080,0,0,2004,992,1062,-20,0,1019,0
02-MAR-2021,39,40444,41201,36686,234,6527,0,13080,0,5,2004,992,1062,-86,-66,1020,0
02-MAR-2021,40,39440,40512,35812,234,6527,0,13080,0,8,2003,992,1062,-247,-217,1019,0
02-MAR-2021,41,38290,39670,34721,239,6527,0,13080,0,13,2004,992,1062,-397,-370,1019,0
02-MAR-2021,42,36580,38139,33165,244,6527,0,13080,0,12,2003,992,1061,-438,-509,1020,0
02-MAR-2021,43,35324,36884,32054,241,6527,0,13080,0,8,2003,992,1061,-417,-535,1000,0
02-MAR-2021,44,33552,35150,30462,237,6527,0,13080,0,7,2004,992,1062,-455,-536,1000,0
02-MAR-2021,45,31922,33517,28957,237,6527,0,13080,0,5,2003,992,1005,-455,-535,971,0
02-MAR-2021,46,30232,31866,27353,236,6527,0,13080,0,43,2003,992,1003,-455,-536,970,0
02-MAR-2021,47,28496,30836,25750,227,6527,0,13080,0,757,2002,992,1060,-455,-528,998,0
02-MAR-2021,48,27421,29917,24764,217,6527,0,13080,0,992,2002,992,1061,-455,-449,1000,0
03-MAR-2021,1,27186,29962,24577,212,6527,0,13080,0,1194,2003,992,1063,-455,-527,1000,0
03-MAR-2021,2,27583,30370,24996,206,6527,0,13080,0,1196,2004,992,1062,-455,-536,1000,0
03-MAR-2021,3,27335,30114,24770,206,6527,0,13080,0,1188,2004,992,1005,-455,-536,999,0
03-MAR-2021,4,26996,29788,24490,205,6527,0,13080,0,1202,2003,992,1003,-455,-535,1000,0
03-MAR-2021,5,26474,29235,24014,199,6527,0,13080,0,1199,2004,992,1003,-455,-507,1000,0
03-MAR-2021,6,26214,29230,23737,193,6527,0,13080,0,1467,2004,992,1004,-455,-494,1000,0
03-MAR-2021,7,25855,28950,23352,202,6527,0,13080,0,1515,2004,992,1004,-455,-525,1000,0
03-MAR-2021,8,25436,28520,22950,210,6527,0,13080,0,1505,2004,992,1003,-455,-524,1000,0
03-MAR-2021,9,25285,28370,22839,214,6527,0,13080,0,1495,2003,992,1004,-455,-535,999,0
03-MAR-2021,10,25420,28479,22973,217,6527,0,13080,0,1483,2002,982,1003,-455,-521,999,0
03-MAR-2021,11,25991,28833,23499,221,6527,0,13080,0,1333,1694,630,854,-455,-454,815,0
03-MAR-2021,12,27044,29717,24484,224,6527,0,13080,0,1196,1682,606,848,-455,-422,809,0
03-MAR-2021,13,29558,31244,26790,219,6527,0,13080,0,273,1584,592,633,-455,-358,756,0
03-MAR-2021,14,31676,33096,28716,214,6527,0,13080,0,18,1583,601,624,-425,-377,754,0
03-MAR-2021,15,34095,35658,30899,219,6527,15,13080,0,15,1987,933,888,-435,-513,985,0
03-MAR-2021,16,35912,37475,32562,223,6527,127,13080,0,12,2004,957,899,-435,-516,995,0
03-MAR-2021,17,37467,38898,34016,225,6527,344,13080,0,13,2004,990,1056,-435,-383,999,0
03-MAR-2021,18,37970,39296,34358,227,6527,549,13080,0,16,2004,992,1063,-435,-275,1000,0
03-MAR-2021,19,38509,39912,34837,246,6527,900,13080,0,11,1588,992,1061,-435,-357,1000,0
03-MAR-2021,20,38479,39912,34766,265,6527,1100,13080,0,12,1553,992,1062,-435,-386,999,0
03-MAR-2021,21,38487,40048,34749,265,6527,1510,13080,0,16,2002,992,1062,-438,-507,1000,0
03-MAR-2021,22,38508,40040,34770,265,6527,1640,13080,0,15,2003,992,1062,-456,-461,999,0
03-MAR-2021,23,38338,39935,34588,269,6527,1570,13080,0,13,2003,992,1060,-456,-528,999,0
03-MAR-2021,24,38417,40020,34649,273,6527,1900,13080,0,12,2003,992,1061,-456,-535,999,0
03-MAR-2021,25,39019,40618,35211,272,6527,1700,13080,0,7,2003,992,1062,-456,-536,1000,0
03-MAR-2021,26,38893,40496,35083,270,6527,1580,13080,0,12,2003,992,1061,-456,-535,1000,0
03-MAR-2021,27,38529,40134,34773,283,6527,1450,13080,0,14,2003,992,824,-456,-535,1000,0
03-MAR-2021,28,38160,39766,34452,295,6527,1150,13080,0,14,2003,992,813,-456,-536,1000,0
03-MAR-2021,29,38053,39661,34437,301,6527,891,13080,0,17,2003,992,996,-456,-535,999,0
03-MAR-2021,30,37981,39587,34400,306,6527,802,13080,0,15,2003,992,1003,-456,-535,1000,0
03-MAR-2021,31,38368,39975,34776,323,6527,559,13080,0,15,2003,992,1003,-456,-536,1000,0
03-MAR-2021,32,38885,40495,35281,339,6527,478,13080,0,19,2003,992,1003,-456,-535,1000,0
03-MAR-2021,33,39447,41026,35803,338,6527,308,13080,0,15,2003,992,1003,-455,-509,1019,0
03-MAR-2021,34,40522,41940,36757,337,6527,165,13080,0,3,2003,992,1003,-446,-369,1019,0
03-MAR-2021,35,41586,42747,37714,335,6527,41,13080,0,0,2003,992,1060,-344,-217,1019,0
03-MAR-2021,36,42166,43101,38240,332,6527,3,13080,0,0,2003,992,1062,-237,-98,1020,0
03-MAR-2021,37,42475,43337,38599,330,6527,0,13080,0,0,2003,992,1061,-208,-54,1019,0
03-MAR-2021,38,41802,42666,38015,328,6527,0,13080,0,0,2003,992,1062,-210,-54,1019,0
03-MAR-2021,39,41078,42056,37440,337,6527,0,13080,0,0,2003,992,1061,-281,-97,1019,0
03-MAR-2021,40,39621,40865,36165,345,6527,0,13080,0,2,1322,992,1062,-424,-218,1019,0
03-MAR-2021,41,37878,39269,34449,352,6527,0,13080,0,7,1007,992,1062,-414,-370,1020,0
03-MAR-2021,42,36206,37785,32914,358,6527,0,13080,0,16,1007,992,1061,-454,-509,1020,0
03-MAR-2021,43,34763,36357,31653,372,6527,0,13080,0,14,1007,992,1062,-444,-536,1001,0
03-MAR-2021,44,33191,34798,30217,385,6527,0,13080,0,17,1007,992,1062,-455,-535,999,0
03-MAR-2021,45,31680,33287,28845,395,6527,0,13080,0,15,1002,992,1005,-456,-536,993,0
03-MAR-2021,46,30282,31885,27558,404,6527,0,13080,0,12,1444,992,1003,-456,-535,992,0
03-MAR-2021,47,28557,30156,25972,409,6527,0,13080,0,7,1504,992,1060,-456,-536,999,0
03-MAR-2021,48,27329,28923,24813,413,6527,0,13080,0,3,1504,992,1062,-456,-535,1000,0
04-MAR-2021,1,27110,28707,24647,424,6527,0,13080,0,5,1504,991,1062,-456,-536,1000,0
04-MAR-2021,2,27558,29145,25150,435,6527,0,13080,0,13,1504,990,1062,-456,-518,999,0
04-MAR-2021,3,27213,29250,24821,444,6527,0,13080,0,563,1504,992,1006,-456,-418,1000,0
04-MAR-2021,4,26741,29041,24399,452,6527,0,13080,0,737,1504,992,1003,-456,-507,1000,0
04-MAR-2021,5,26214,28498,23936,468,6527,0,13080,0,743,1504,990,1003,-456,-485,999,0
04-MAR-2021,6,25821,28200,23540,483,6527,0,13080,0,920,1504,990,1003,-456,-403,1000,0
04-MAR-2021,7,25377,28221,23115,516,6527,0,13080,0,1301,1504,992,1003,-456,-487,1000,0
04-MAR-2021,8,24987,27786,22750,549,6527,0,13080,0,1294,1504,992,1003,-456,-449,1000,0
04-MAR-2021,9,24919,27703,22753,580,6527,0,13080,0,1291,1504,992,1003,-456,-437,999,0
04-MAR-2021,10,24962,27733,22776,611,6527,0,13080,0,1283,1504,990,1003,-456,-432,999,0
04-MAR-2021,11,25547,28300,23315,643,6527,0,13080,0,1282,1504,932,1002,-456,-415,942,0
04-MAR-2021,12,26233,28920,23939,674,6527,0,13080,0,1183,1504,928,1003,-456,-448,939,0
04-MAR-2021,13,28567,30361,26089,667,6527,0,13080,0,393,1504,915,1003,-456,-345,994,0
04-MAR-2021,14,30430,32029,27850,659,6527,1,13080,0,156,1504,913,1003,-456,-387,995,0
04-MAR-2021,15,32849,34515,30078,692,6527,28,13080,0,92,1504,875,890,-456,-518,999,0
04-MAR-2021,16,34535,36143,31618,724,6527,150,13080,0,17,1504,875,885,-455,-536,1000,0
04-MAR-2021,17,35965,37564,32965,773,6527,372,13080,0,10,1504,984,1055,-454,-535,999,0
04-MAR-2021,18,36902,38504,33869,822,6527,611,13080,0,10,1504,992,1062,-456,-536,1000,0
04-MAR-2021,19,37289,38891,34203,886,6527,754,13080,0,10,1504,992,1061,-456,-536,999,0
04-MAR-2021,20,37359,38960,34307,949,6527,956,13080,0,10,1504,992,1062,-456,-535,999,0
04-MAR-2021,21,37481,39083,34476,1016,6527,1350,13080,0,11,1504,992,1062,-456,-535,1000,0
04-MAR-2021,22,37587,39189,34680,1083,6527,1350,13080,0,10,1504,992,1061,-456,-536,1000,0
04-MAR-2021,23,37831,39433,34912,1146,6527,1410,13080,0,10,1504,991,1061,-456,-536,1000,0
04-MAR-2021,24,38002,39603,35080,1208,6527,1490,13080,0,10,1504,991,1062,-456,-535,999,0
04-MAR-2021,25,38562,40163,35553,1274,6527,1290,13080,0,10,1504,992,1062,-456,-536,1000,0
04-MAR-2021,26,38462,40062,35397,1340,6527,1450,13080,0,10,1504,992,1062,-456,-535,1000,0
04-MAR-2021,27,38124,39724,35049,1399,6527,1530,13080,0,10,1504,992,1005,-456,-535,1000,0
04-MAR-2021,28,37573,39174,34601,1458,6527,1590,13080,0,10,1504,992,1003,-456,-536,1000,0
04-MAR-2021,29,37345,38947,34426,1442,6527,1560,13080,0,10,1504,992,1003,-456,-536,1000,0
04-MAR-2021,30,37144,38746,34282,1426,6527,1120,13080,0,10,1504,992,1003,-456,-536,1000,0
04-MAR-2021,31,37120,38718,34091,1378,6527,909,13080,0,7,1504,992,1004,-456,-535,1000,0
04-MAR-2021,32,37490,39090,34226,1329,6527,542,13080,0,9,1504,992,1004,-456,-535,999,0
04-MAR-2021,33,38285,39886,34877,1239,6527,294,13080,0,9,1504,992,1003,-456,-536,1019,0
04-MAR-2021,34,39229,40829,35680,1149,6527,172,13080,0,9,1504,992,1004,-456,-535,1019,0
04-MAR-2021,35,40442,42040,36752,1099,6527,41,13080,0,7,1504,992,1057,-456,-536,1019,0
04-MAR-2021,36,41840,43439,38053,1048,6527,0,13080,0,9,1504,992,1060,-456,-535,1019,0
04-MAR-2021,37,42438,44034,38599,1046,6527,0,13080,0,5,1504,992,1061,-456,-536,825,0
04-MAR-2021,38,41829,43428,37985,1044,6527,0,13080,0,8,1504,992,1061,-456,-536,818,0
04-MAR-2021,39,40646,42248,36898,1029,6527,0,13080,0,12,1504,992,1062,-456,-535,827,0
04-MAR-2021,40,39290,40888,35669,1014,6527,0,13080,0,8,1504,992,1061,-456,-535,827,0
04-MAR-2021,41,38378,39977,34844,1002,6527,0,13080,0,8,1504,991,1061,-456,-536,965,0
04-MAR-2021,42,36926,38512,33575,989,6527,0,13080,0,9,1504,991,1061,-456,-522,970,0
04-MAR-2021,43,35219,36705,31990,960,6527,0,13080,0,9,1504,992,1061,-456,-422,998,0
04-MAR-2021,44,33314,34865,30282,931,6527,0,13080,0,9,1504,989,1062,-456,-486,1000,0
04-MAR-2021,45,31686,33136,28806,909,6527,0,13080,0,11,1504,890,1006,-430,-409,974,0
04-MAR-2021,46,29779,31360,26967,886,6527,0,13080,0,16,1504,881,1004,-456,-509,974,0
04-MAR-2021,47,28235,30545,25539,860,6527,0,13080,0,719,1504,801,1060,-456,-535,998,0
04-MAR-2021,48,27171,29745,24550,834,6527,0,13080,0,1034,1504,798,1062,-414,-526,999,0
05-MAR-2021,1,27121,29502,24543,829,6527,0,13080,0,1009,1504,888,1060,-363,-409,979,0
05-MAR-2021,2,27625,29815,25067,824,6527,0,13080,0,970,1503,896,1061,-363,-257,978,0
05-MAR-2021,3,27340,29372,24801,815,6527,0,13080,0,850,1503,986,1006,-363,-219,999,0
05-MAR-2021,4,26864,28927,24375,806,6527,0,13080,0,918,1503,992,1003,-363,-182,999,0
05-MAR-2021,5,26462,28607,23997,807,6527,0,13080,0,1048,1504,992,1004,-363,-134,1000,0
05-MAR-2021,6,26086,28378,23594,808,6527,0,13080,0,1066,1503,992,1003,-363,-263,999,0
05-MAR-2021,7,25576,27935,23063,800,6527,0,13080,0,1137,1503,992,1004,-363,-259,999,0
05-MAR-2021,8,25151,27529,22641,791,6527,0,13080,0,1156,1503,990,1004,-363,-259,1000,0
05-MAR-2021,9,25053,27277,22582,774,6527,0,13080,0,1120,1504,901,1003,-363,-141,999,0
05-MAR-2021,10,25116,27438,22636,756,6527,0,13080,0,1144,1503,878,1003,-363,-215,999,0
05-MAR-2021,11,25748,27772,23233,739,6527,0,13080,0,955,1481,285,850,-363,-106,952,0
05-MAR-2021,12,26632,28524,24050,722,6527,0,13080,0,967,1459,231,845,-322,-3,949,0
05-MAR-2021,13,29086,29971,26307,707,6527,0,13080,0,78,611,-239,916,-207,0,560,0
05-MAR-2021,14,30765,31636,27834,692,6527,9,13080,0,12,558,-260,918,-245,-14,545,0
05-MAR-2021,15,33275,34392,30110,686,6527,149,13080,0,8,948,125,904,-395,-114,566,0
05-MAR-2021,16,34456,35587,31116,679,6527,533,13080,0,8,969,167,904,-456,-67,569,0
05-MAR-2021,17,35772,37030,32262,701,6527,1130,13080,0,10,1480,709,1056,-456,-192,973,0
05-MAR-2021,18,36255,37606,32667,722,6527,1720,13080,0,11,1504,746,1061,-456,-284,990,0
05-MAR-2021,19,36626,38008,32958,731,6527,2060,13080,0,9,1504,747,1062,-456,-317,999,0
05-MAR-2021,20,36918,38443,33257,740,6527,2440,13080,0,7,1504,753,1061,-456,-462,1000,0
05-MAR-2021,21,36851,38336,33166,757,6527,2490,13080,0,7,1504,977,1061,-456,-422,1000,0
05-MAR-2021,22,36932,38420,33222,773,6527,2720,13080,0,7,1504,992,1062,-456,-425,1000,0
05-MAR-2021,23,36952,38546,33231,759,6527,2820,13080,0,7,1504,992,1061,-456,-531,1000,0
05-MAR-2021,24,36994,38586,33262,744,6527,2750,13080,0,8,1504,992,1061,-456,-529,1000,0
05-MAR-2021,25,37382,38884,33621,739,6527,2730,13080,0,7,1504,992,1061,-456,-441,999,0
05-MAR-2021,26,37383,38938,33589,734,6527,2970,13080,0,8,1504,992,1062,-456,-492,1000,0
05-MAR-2021,27,37091,38690,33354,727,6527,2830,13080,0,8,1504,992,1006,-456,-536,1000,0
05-MAR-2021,28,36647,38246,32997,720,6527,2670,13080,0,7,1504,992,1003,-456,-536,1000,0
05-MAR-2021,29,36574,38173,33031,709,6527,2340,13080,0,7,1504,991,1003,-456,-536,1000,0
05-MAR-2021,30,36370,37969,32887,697,6527,2330,13080,0,7,1504,992,1003,-456,-536,1000,0
05-MAR-2021,31,36661,38208,33171,665,6527,2050,13080,0,7,1504,992,1003,-456,-484,999,0
05-MAR-2021,32,36968,38393,33514,633,6527,1480,13080,0,6,1504,992,1003,-456,-363,999,0
05-MAR-2021,33,37325,38602,33832,581,6527,999,13080,0,10,1504,992,1003,-456,-211,1019,0
05-MAR-2021,34,38383,39454,34801,529,6527,523,13080,0,11,1504,992,1004,-401,-59,1019,0
05-MAR-2021,35,39638,40531,35955,494,6527,170,13080,0,2,1504,992,1060,-251,-40,1020,0
05-MAR-2021,36,40832,41620,37075,459,6527,15,13080,0,0,1504,992,1061,-111,-77,1020,0
05-MAR-2021,37,41686,42368,37826,446,6527,0,13080,0,0,1504,992,1062,-82,21,1020,0
05-MAR-2021,38,41654,42350,37747,433,6527,0,13080,0,0,1504,992,1062,-96,1,1020,0
05-MAR-2021,39,40436,41263,36641,420,6527,0,13080,0,6,1504,992,1062,-221,0,1020,0
05-MAR-2021,40,39087,40045,35427,406,6527,0,13080,0,12,1504,992,1062,-346,0,1020,0
05-MAR-2021,41,37922,38873,34375,399,6527,0,13080,0,16,1505,992,1061,-306,-29,1020,0
05-MAR-2021,42,36561,37727,33199,392,6527,0,13080,0,11,1504,992,1062,-425,-130,1019,0
05-MAR-2021,43,35111,36205,31871,388,6527,0,13080,0,13,1504,992,1061,-455,-26,1000,0
05-MAR-2021,44,33633,34689,30532,383,6527,0,13080,0,13,1504,992,1061,-443,0,1000,0
05-MAR-2021,45,32076,33007,29133,389,6527,0,13080,0,12,1504,992,1005,-319,0,1000,0
05-MAR-2021,46,30594,31384,27731,394,6527,0,13080,0,9,1504,992,1004,-181,0,1000,0
05-MAR-2021,47,28963,29751,26204,407,6527,0,13080,0,11,1505,992,1059,-177,0,1000,0
05-MAR-2021,48,27806,28603,25169,419,6527,0,13080,0,12,1504,992,1062,-185,0,1000,0
06-MAR-2021,1,27648,28505,25068,412,6527,0,13080,0,13,1504,992,1062,-244,0,999,0
06-MAR-2021,2,28110,28870,25554,404,6527,0,13080,0,15,1504,992,1061,-145,0,1000,0
06-MAR-2021,3,27711,28826,25189,406,6527,0,13080,0,292,1505,992,1006,-223,0,999,0
06-MAR-2021,4,26967,28312,24518,407,6527,0,13080,0,447,1505,992,1004,-298,0,999,0
06-MAR-2021,5,26548,28005,24129,408,6527,0,13080,0,639,1505,992,1003,-218,0,999,0
06-MAR-2021,6,26289,27858,23872,409,6527,0,13080,0,765,1504,992,1004,-204,0,999,0
06-MAR-2021,7,25789,27670,23370,421,6527,0,13080,0,984,1505,992,1004,-297,0,1000,0
06-MAR-2021,8,25365,27396,22965,432,6527,0,13080,0,1077,1505,991,1003,-354,0,1000,0
06-MAR-2021,9,25068,27176,22720,423,6527,0,13080,0,1154,1505,991,1003,-354,0,1000,0
06-MAR-2021,10,24933,27021,22589,413,6527,0,13080,0,1085,1505,991,1004,-354,-49,1000,0
06-MAR-2021,11,25262,27252,22907,418,6527,0,13080,0,1033,1504,992,1003,-354,-3,999,0
06-MAR-2021,12,25715,27720,23308,422,6527,0,13080,0,1073,1504,992,1003,-332,0,999,0
06-MAR-2021,13,27030,28452,24528,404,6527,0,13080,0,528,1505,992,1004,-294,0,999,0
06-MAR-2021,14,27582,28624,25053,386,6527,8,13080,0,133,1505,991,1004,-309,0,1000,0
06-MAR-2021,15,28429,29304,25827,385,6527,186,13080,0,14,1504,991,1003,-261,0,999,0
06-MAR-2021,16,29264,30139,26562,384,6527,636,13080,0,14,1505,991,1003,-261,0,999,0
06-MAR-2021,17,30298,31276,27452,377,6527,1210,13080,0,11,1505,991,1004,-367,0,999,0
06-MAR-2021,18,30891,31871,27927,369,6527,1880,13080,0,9,1504,991,1004,-359,-12,999,0
06-MAR-2021,19,31126,32293,28048,390,6527,2350,13080,0,9,1505,991,1060,-450,-108,1000,0
06-MAR-2021,20,31346,32450,28247,410,6527,2830,13080,0,9,1504,991,1061,-455,-40,1000,0
06-MAR-2021,21,31547,32761,28440,433,6527,3190,13080,0,9,1505,992,1061,-455,-150,1000,0
06-MAR-2021,22,31618,32936,28560,455,6527,3280,13080,0,9,1504,991,1060,-455,-254,999,0
06-MAR-2021,23,31546,32971,28492,470,6527,3300,13080,0,9,1504,992,1062,-455,-361,1000,0
06-MAR-2021,24,31507,32971,28451,485,6527,3330,13080,0,9,1504,992,1061,-455,-400,1000,0
06-MAR-2021,25,31785,33105,28752,494,6527,3540,13080,0,9,1504,992,1061,-455,-256,1000,0
06-MAR-2021,26,31779,33130,28719,503,6527,3740,13080,0,9,1504,992,1062,-455,-287,1000,0
06-MAR-2021,27,31709,33054,28703,513,6527,4040,13080,0,6,1504,992,1062,-455,-284,1000,0
06-MAR-2021,28,31365,32696,28403,523,6527,3850,13080,0,6,1505,992,1061,-455,-270,1000,0
06-MAR-2021,29,31072,32545,28124,515,6527,3660,13080,0,4,1504,992,1006,-455,-414,999,0
06-MAR-2021,30,30877,32413,27905,507,6527,3300,13080,0,6,1504,992,1004,-455,-475,1000,0
06-MAR-2021,31,31089,32484,28099,493,6527,2860,13080,0,6,1504,992,1004,-455,-334,1000,0
06-MAR-2021,32,31482,32900,28508,479,6527,2230,13080,0,6,1504,992,1003,-437,-375,1000,0
06-MAR-2021,33,32791,34347,29723,451,6527,1640,13080,0,6,1504,992,1003,-455,-495,1019,0
06-MAR-2021,34,34584,36012,31379,423,6527,918,13080,0,1,1505,992,1004,-423,-404,1020,0
06-MAR-2021,35,36705,37999,33318,415,6527,327,13080,0,0,1505,992,1059,-370,-324,1020,0
06-MAR-2021,36,37642,38849,34107,406,6527,35,13080,0,0,1505,992,1062,-334,-273,1020,0
06-MAR-2021,37,38918,40022,35302,414,6527,0,13080,0,0,1504,992,1061,-284,-220,1020,0
06-MAR-2021,38,38851,40002,35214,421,6527,0,13080,0,0,1504,992,1063,-287,-264,1020,0
06-MAR-2021,39,38127,39477,34631,431,6527,0,13080,0,5,1504,992,1062,-387,-358,1020,0
06-MAR-2021,40,36883,38319,33554,440,6527,0,13080,0,9,1504,992,1062,-402,-425,1020,0
06-MAR-2021,41,35588,36961,32363,448,6527,0,13080,0,9,1504,992,1060,-455,-309,1019,0
06-MAR-2021,42,34581,35990,31464,455,6527,0,13080,0,6,1504,992,1061,-451,-352,1020,0
06-MAR-2021,43,33455,34688,30495,465,6527,0,13080,0,6,1505,992,1061,-377,-250,1001,0
06-MAR-2021,44,32254,33608,29426,474,6527,0,13080,0,6,1504,992,1062,-447,-301,1000,0
06-MAR-2021,45,30854,32108,28159,485,6527,0,13080,0,6,1505,992,1006,-444,-204,1000,0
06-MAR-2021,46,29567,30924,26912,495,6527,0,13080,0,6,1505,992,1003,-455,-296,1000,0
06-MAR-2021,47,28165,29478,25603,512,6527,0,13080,0,9,1504,992,1005,-399,-305,1000,0
06-MAR-2021,48,27200,28456,24741,528,6527,0,13080,0,60,1503,992,1005,-444,-152,999,0
07-MAR-2021,1,27003,28122,24596,534,6527,0,13080,0,71,1504,992,1004,-429,-19,1000,0
07-MAR-2021,2,27382,28305,25034,540,6527,0,13080,0,17,1505,991,1004,-306,0,1000,0
07-MAR-2021,3,26920,28103,24647,548,6527,0,13080,0,292,1457,948,956,-291,0,953,0
07-MAR-2021,4,26285,27824,24075,555,6527,0,13080,0,560,1455,945,954,-379,0,952,0
07-MAR-2021,5,25764,27340,23618,557,6527,0,13080,0,589,1455,944,953,-383,-4,952,0
07-MAR-2021,6,25364,27227,23218,559,6527,0,13080,0,783,1455,945,953,-383,-97,951,0
07-MAR-2021,7,24855,26590,22697,582,6527,0,13080,0,713,1455,945,953,-346,-76,952,0
07-MAR-2021,8,24185,26386,22047,604,6527,0,13080,0,1020,1455,721,953,-381,-200,952,0
07-MAR-2021,9,23938,26151,21818,604,6527,0,13080,0,1076,1455,709,954,-381,-156,952,0
07-MAR-2021,10,23751,26116,21602,603,6527,0,13080,0,1227,1455,709,953,-382,-156,951,0
07-MAR-2021,11,23831,26100,21687,596,6527,0,13080,0,1140,1455,709,953,-382,-147,952,0
07-MAR-2021,12,23941,26193,21786,588,6527,0,13080,0,975,1455,715,953,-382,-295,951,0
07-MAR-2021,13,24877,27183,22639,542,6527,42,13080,0,976,1454,930,953,-382,-348,998,0
07-MAR-2021,14,25273,27424,23017,496,6527,7,13080,0,965,1454,946,954,-382,-204,1000,0
07-MAR-2021,15,26141,27938,23810,484,6527,177,13080,0,581,1502,989,1004,-382,-234,1000,0
07-MAR-2021,16,26717,28455,24312,472,6527,543,13080,0,479,1505,992,1004,-382,-277,999,0
07-MAR-2021,17,27626,28987,25083,460,6527,1060,13080,0,18,1503,992,1003,-415,-328,999,0
07-MAR-2021,18,28503,29781,25847,448,6527,1750,13080,0,13,1503,992,1003,-456,-209,999,0
07-MAR-2021,19,29420,30760,26638,458,6527,2320,13080,0,13,1505,992,937,-456,-271,999,0
07-MAR-2021,20,29948,31215,27061,468,6527,2880,13080,0,13,1504,992,934,-456,-198,999,0
07-MAR-2021,21,30113,31465,27121,465,6527,3220,13080,0,6,1505,992,1033,-456,-290,999,0
07-MAR-2021,22,30408,31709,27368,462,6527,3670,13080,0,3,1504,992,1037,-455,-243,1000,0
07-MAR-2021,23,30429,31783,27339,463,6527,4080,13080,0,3,1505,992,1061,-455,-296,1000,0
07-MAR-2021,24,30463,31967,27329,463,6527,4590,13080,0,3,1504,992,1061,-454,-447,1000,0
07-MAR-2021,25,30717,32310,27560,464,6527,4950,13080,0,3,1505,992,1061,-455,-535,1000,0
07-MAR-2021,26,30565,32160,27400,464,6527,5000,13080,0,3,1505,992,1062,-456,-536,999,0
07-MAR-2021,27,30229,31823,27106,477,6527,5220,13080,0,3,1504,992,1061,-456,-535,1000,0
07-MAR-2021,28,29680,31252,26648,489,6527,5130,13080,0,3,1505,992,1063,-455,-514,1000,0
07-MAR-2021,29,29673,31047,26665,496,6527,4750,13080,0,3,1504,992,1007,-393,-378,1000,0
07-MAR-2021,30,29921,31203,26914,503,6527,4300,13080,0,3,1504,992,1003,-450,-229,999,0
07-MAR-2021,31,30838,31978,27784,509,6527,3520,13080,0,3,1505,992,1003,-446,-91,1000,0
07-MAR-2021,32,32068,33205,28991,514,6527,2810,13080,0,6,1505,992,1004,-455,-76,1000,0
07-MAR-2021,33,33412,34638,30216,509,6527,2050,13080,0,3,1504,992,1003,-440,-183,1018,0
07-MAR-2021,34,35607,36624,32224,503,6527,1200,13080,0,1,1505,992,1004,-343,-73,1020,0
07-MAR-2021,35,37260,38372,33697,497,6527,397,13080,0,0,1505,992,1059,-432,-80,1020,0
07-MAR-2021,36,38203,39228,34587,491,6527,39,13080,0,0,1505,992,1061,-419,-6,1020,0
07-MAR-2021,37,39299,40340,35643,490,6527,0,13080,0,0,1505,992,1063,-381,-60,1020,0
07-MAR-2021,38,39198,40289,35553,488,6527,0,13080,0,0,1505,992,1062,-352,-139,1020,0
07-MAR-2021,39,38014,39246,34491,503,6527,0,13080,0,0,1504,992,1062,-446,-186,1020,0
07-MAR-2021,40,36746,38121,33372,518,6527,0,13080,0,5,1504,992,1061,-455,-315,1020,0
07-MAR-2021,41,36273,37544,33002,532,6527,0,13080,0,6,1504,992,1061,-407,-258,1020,0
07-MAR-2021,42,34793,36198,31678,545,6527,0,13080,0,12,1505,992,1060,-451,-342,1020,0
07-MAR-2021,43,33487,34794,30505,567,6527,0,13080,0,12,1504,992,1063,-431,-264,1000,0
